Unnamed: 0,id,col_boxes,table_boxes,dimensions,img_path,col_mask_path,table_mask_path
16,10.1.1.176.3008_3,"[{""xmin"": ""62"", ""ymin"": ""773"", ""xmax"": ""164"", ""ymax"": ""907""}, {""xmin"": ""193"", ""ymin"": ""771"", ""xmax"": ""274"", ""ymax"": ""903""}, {""xmin"": ""308"", ""ymin"": ""772"", ""xmax"": ""390"", ""ymax"": ""902""}, {""xmin"": ""414"", ""ymin"": ""765"", ""xmax"": ""514"", ""ymax"": ""903""}, {""xmin"": ""529"", ""ymin"": ""769"", ""xmax"": ""629"", ""ymax"": ""905""}, {""xmin"": ""647"", ""ymin"": ""769"", ""xmax"": ""738"", ""ymax"": ""901""}]","[{""xmin"": 54, ""ymin"": 997, ""xmax"": 762, ""ymax"": 705}]","{""height"": 1044, ""width"": 792}",final_dataset/images10.1.1.176.3008_3.bmp,final_dataset/col_masks/10.1.1.176.3008_3.bmp,final_dataset/table_masks/10.1.1.176.3008_3.bmp
17,10.1.1.160.699_17,"[{""xmin"": ""160"", ""ymin"": ""102"", ""xmax"": ""274"", ""ymax"": ""219""}, {""xmin"": ""302"", ""ymin"": ""105"", ""xmax"": ""382"", ""ymax"": ""218""}, {""xmin"": ""401"", ""ymin"": ""104"", ""xmax"": ""457"", ""ymax"": ""218""}, {""xmin"": ""494"", ""ymin"": ""107"", ""xmax"": ""557"", ""ymax"": ""221""}, {""xmin"": ""574"", ""ymin"": ""102"", ""xmax"": ""627"", ""ymax"": ""218""}]","[{""xmin"": 152, ""ymin"": 217, ""xmax"": 642, ""ymax"": 104}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.160.699_17.bmp,final_dataset/col_masks/10.1.1.160.699_17.bmp,final_dataset/table_masks/10.1.1.160.699_17.bmp
18,10.1.1.160.502_5,"[{""xmin"": ""270"", ""ymin"": ""112"", ""xmax"": ""279"", ""ymax"": ""200""}, {""xmin"": ""293"", ""ymin"": ""113"", ""xmax"": ""307"", ""ymax"": ""200""}, {""xmin"": ""324"", ""ymin"": ""112"", ""xmax"": ""343"", ""ymax"": ""199""}, {""xmin"": ""359"", ""ymin"": ""112"", ""xmax"": ""377"", ""ymax"": ""203""}, {""xmin"": ""393"", ""ymin"": ""112"", ""xmax"": ""411"", ""ymax"": ""199""}, {""xmin"": ""429"", ""ymin"": ""114"", ""xmax"": ""443"", ""ymax"": ""199""}]","[{""xmin"": 272, ""ymin"": 200, ""xmax"": 449, ""ymax"": 112}]","{""height"": 990, ""width"": 726}",final_dataset/images10.1.1.160.502_5.bmp,final_dataset/col_masks/10.1.1.160.502_5.bmp,final_dataset/table_masks/10.1.1.160.502_5.bmp
19,10.1.1.100.2006_12,"[""""]",[],"{""height"": 1123, ""width"": 795}",final_dataset/images10.1.1.100.2006_12.bmp,final_dataset/col_masks/10.1.1.100.2006_12.bmp,final_dataset/table_masks/10.1.1.100.2006_12.bmp
20,10.1.1.6.2316_3,"[""""]",[],"{""height"": 1123, ""width"": 794}",final_dataset/images10.1.1.6.2316_3.bmp,final_dataset/col_masks/10.1.1.6.2316_3.bmp,final_dataset/table_masks/10.1.1.6.2316_3.bmp
21,10.1.1.120.1607_3,"[{""xmin"": ""437"", ""ymin"": ""99"", ""xmax"": ""492"", ""ymax"": ""157""}, {""xmin"": ""508"", ""ymin"": ""96"", ""xmax"": ""554"", ""ymax"": ""159""}, {""xmin"": ""566"", ""ymin"": ""110"", ""xmax"": ""603"", ""ymax"": ""158""}, {""xmin"": ""612"", ""ymin"": ""114"", ""xmax"": ""655"", ""ymax"": ""155""}, {""xmin"": ""664"", ""ymin"": ""116"", ""xmax"": ""688"", ""ymax"": ""156""}, {""xmin"": ""355"", ""ymin"": ""111"", ""xmax"": ""381"", ""ymax"": ""154""}, {""xmin"": ""315"", ""ymin"": ""113"", ""xmax"": ""345"", ""ymax"": ""156""}, {""xmin"": ""243"", ""ymin"": ""100"", ""xmax"": ""293"", ""ymax"": ""158""}, {""xmin"": ""190"", ""ymin"": ""100"", ""xmax"": ""240"", ""ymax"": ""158""}, {""xmin"": ""152"", ""ymin"": ""113"", ""xmax"": ""185"", ""ymax"": ""157""}, {""xmin"": ""111"", ""ymin"": ""113"", ""xmax"": ""150"", ""ymax"": ""157""}]","[{""xmin"": 94, ""ymin"": 181, ""xmax"": 397, ""ymax"": 58}, {""xmin"": 420, ""ymin"": 181, ""xmax"": 722, ""ymax"": 58}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.120.1607_3.bmp,final_dataset/col_masks/10.1.1.120.1607_3.bmp,final_dataset/table_masks/10.1.1.120.1607_3.bmp
22,10.1.1.1.2037_3,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.1.2037_3.bmp,final_dataset/col_masks/10.1.1.1.2037_3.bmp,final_dataset/table_masks/10.1.1.1.2037_3.bmp
23,10.1.1.160.557_3,"[{""xmin"": ""418"", ""ymin"": ""68"", ""xmax"": ""534"", ""ymax"": ""254""}, {""xmin"": ""547"", ""ymin"": ""68"", ""xmax"": ""649"", ""ymax"": ""255""}, {""xmin"": ""666"", ""ymin"": ""70"", ""xmax"": ""714"", ""ymax"": ""252""}]","[{""xmin"": 411, ""ymin"": 255, ""xmax"": 722, ""ymax"": 69}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.557_3.bmp,final_dataset/col_masks/10.1.1.160.557_3.bmp,final_dataset/table_masks/10.1.1.160.557_3.bmp
24,10.1.1.6.2341_21,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.6.2341_21.bmp,final_dataset/col_masks/10.1.1.6.2341_21.bmp,final_dataset/table_masks/10.1.1.6.2341_21.bmp
25,10.1.1.160.605_5,"[{""xmin"": ""94"", ""ymin"": ""232"", ""xmax"": ""132"", ""ymax"": ""295""}, {""xmin"": ""156"", ""ymin"": ""234"", ""xmax"": ""194"", ""ymax"": ""295""}, {""xmin"": ""223"", ""ymin"": ""233"", ""xmax"": ""253"", ""ymax"": ""295""}, {""xmin"": ""288"", ""ymin"": ""233"", ""xmax"": ""347"", ""ymax"": ""294""}]","[{""xmin"": 86, ""ymin"": 296, ""xmax"": 380, ""ymax"": 232}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.605_5.bmp,final_dataset/col_masks/10.1.1.160.605_5.bmp,final_dataset/table_masks/10.1.1.160.605_5.bmp
26,10.1.1.58.6850_6,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.58.6850_6.bmp,final_dataset/col_masks/10.1.1.58.6850_6.bmp,final_dataset/table_masks/10.1.1.58.6850_6.bmp
27,10.1.1.192.1814_4,"[""""]",[],"{""height"": 864, ""width"": 672}",final_dataset/images10.1.1.192.1814_4.bmp,final_dataset/col_masks/10.1.1.192.1814_4.bmp,final_dataset/table_masks/10.1.1.192.1814_4.bmp
28,10.1.1.149.4517_5,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.149.4517_5.bmp,final_dataset/col_masks/10.1.1.149.4517_5.bmp,final_dataset/table_masks/10.1.1.149.4517_5.bmp
29,10.1.1.49.1004_7,"[{""xmin"": ""125"", ""ymin"": ""109"", ""xmax"": ""167"", ""ymax"": ""206""}, {""xmin"": ""218"", ""ymin"": ""110"", ""xmax"": ""255"", ""ymax"": ""207""}, {""xmin"": ""298"", ""ymin"": ""110"", ""xmax"": ""335"", ""ymax"": ""207""}, {""xmin"": ""383"", ""ymin"": ""110"", ""xmax"": ""442"", ""ymax"": ""206""}, {""xmin"": ""494"", ""ymin"": ""109"", ""xmax"": ""532"", ""ymax"": ""206""}, {""xmin"": ""576"", ""ymin"": ""110"", ""xmax"": ""643"", ""ymax"": ""208""}]","[{""xmin"": 98, ""ymin"": 208, ""xmax"": 655, ""ymax"": 108}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.49.1004_7.bmp,final_dataset/col_masks/10.1.1.49.1004_7.bmp,final_dataset/table_masks/10.1.1.49.1004_7.bmp
30,10.1.1.32.775_4,"[{""xmin"": ""432"", ""ymin"": ""342"", ""xmax"": ""447"", ""ymax"": ""552""}, {""xmin"": ""463"", ""ymin"": ""338"", ""xmax"": ""737"", ""ymax"": ""552""}]","[{""xmin"": 427, ""ymin"": 553, ""xmax"": 741, ""ymax"": 340}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.32.775_4.bmp,final_dataset/col_masks/10.1.1.32.775_4.bmp,final_dataset/table_masks/10.1.1.32.775_4.bmp
31,10.1.1.1.2032_6,"[{""xmin"": ""185"", ""ymin"": ""363"", ""xmax"": ""247"", ""ymax"": ""573""}, {""xmin"": ""261"", ""ymin"": ""363"", ""xmax"": ""622"", ""ymax"": ""573""}]","[{""xmin"": 180, ""ymin"": 573, ""xmax"": 624, ""ymax"": 363}]","{""height"": 1123, ""width"": 794}",final_dataset/images10.1.1.1.2032_6.bmp,final_dataset/col_masks/10.1.1.1.2032_6.bmp,final_dataset/table_masks/10.1.1.1.2032_6.bmp
32,10.1.1.1.2087_26,"[{""xmin"": ""123"", ""ymin"": ""231"", ""xmax"": ""157"", ""ymax"": ""519""}, {""xmin"": ""197"", ""ymin"": ""231"", ""xmax"": ""361"", ""ymax"": ""518""}, {""xmin"": ""388"", ""ymin"": ""230"", ""xmax"": ""409"", ""ymax"": ""520""}, {""xmin"": ""431"", ""ymin"": ""230"", ""xmax"": ""451"", ""ymax"": ""518""}, {""xmin"": ""475"", ""ymin"": ""230"", ""xmax"": ""527"", ""ymax"": ""519""}, {""xmin"": ""540"", ""ymin"": ""228"", ""xmax"": ""624"", ""ymax"": ""520""}]","[{""xmin"": 121, ""ymin"": 522, ""xmax"": 635, ""ymax"": 229}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.1.2087_26.bmp,final_dataset/col_masks/10.1.1.1.2087_26.bmp,final_dataset/table_masks/10.1.1.1.2087_26.bmp
33,10.1.1.7.2193_5,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.7.2193_5.bmp,final_dataset/col_masks/10.1.1.7.2193_5.bmp,final_dataset/table_masks/10.1.1.7.2193_5.bmp
34,10.1.1.6.2203_3,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.6.2203_3.bmp,final_dataset/col_masks/10.1.1.6.2203_3.bmp,final_dataset/table_masks/10.1.1.6.2203_3.bmp
35,10.1.1.6.2321_19,"[{""xmin"": ""233"", ""ymin"": ""849"", ""xmax"": ""300"", ""ymax"": ""913""}, {""xmin"": ""309"", ""ymin"": ""848"", ""xmax"": ""634"", ""ymax"": ""908""}]","[{""xmin"": 236, ""ymin"": 909, ""xmax"": 634, ""ymax"": 854}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.6.2321_19.bmp,final_dataset/col_masks/10.1.1.6.2321_19.bmp,final_dataset/table_masks/10.1.1.6.2321_19.bmp
36,10.1.1.6.2192_7,"[""""]",[],"{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.6.2192_7.bmp,final_dataset/col_masks/10.1.1.6.2192_7.bmp,final_dataset/table_masks/10.1.1.6.2192_7.bmp
37,10.1.1.100.293_25,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.100.293_25.bmp,final_dataset/col_masks/10.1.1.100.293_25.bmp,final_dataset/table_masks/10.1.1.100.293_25.bmp
38,10.1.1.7.2166_8,"[{""xmin"": ""182"", ""ymin"": ""156"", ""xmax"": ""254"", ""ymax"": ""366""}, {""xmin"": ""260"", ""ymin"": ""160"", ""xmax"": ""330"", ""ymax"": ""365""}, {""xmin"": ""340"", ""ymin"": ""160"", ""xmax"": ""412"", ""ymax"": ""365""}, {""xmin"": ""422"", ""ymin"": ""158"", ""xmax"": ""492"", ""ymax"": ""364""}, {""xmin"": ""499"", ""ymin"": ""159"", ""xmax"": ""567"", ""ymax"": ""365""}, {""xmin"": ""577"", ""ymin"": ""160"", ""xmax"": ""647"", ""ymax"": ""366""}]","[{""xmin"": 179, ""ymin"": 367, ""xmax"": 655, ""ymax"": 156}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.7.2166_8.bmp,final_dataset/col_masks/10.1.1.7.2166_8.bmp,final_dataset/table_masks/10.1.1.7.2166_8.bmp
39,10.1.1.79.2274_3,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.79.2274_3.bmp,final_dataset/col_masks/10.1.1.79.2274_3.bmp,final_dataset/table_masks/10.1.1.79.2274_3.bmp
40,10.1.1.6.2349_6,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.6.2349_6.bmp,final_dataset/col_masks/10.1.1.6.2349_6.bmp,final_dataset/table_masks/10.1.1.6.2349_6.bmp
41,10.1.1.6.2252_7,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.6.2252_7.bmp,final_dataset/col_masks/10.1.1.6.2252_7.bmp,final_dataset/table_masks/10.1.1.6.2252_7.bmp
42,10.1.1.33.6412_13,"[{""xmin"": ""75"", ""ymin"": ""972"", ""xmax"": ""166"", ""ymax"": ""1040""}, {""xmin"": ""186"", ""ymin"": ""974"", ""xmax"": ""264"", ""ymax"": ""1040""}, {""xmin"": ""299"", ""ymin"": ""971"", ""xmax"": ""350"", ""ymax"": ""1043""}]","[{""xmin"": 71, ""ymin"": 1038, ""xmax"": 375, ""ymax"": 971}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.33.6412_13.bmp,final_dataset/col_masks/10.1.1.33.6412_13.bmp,final_dataset/table_masks/10.1.1.33.6412_13.bmp
43,10.1.1.8.2117_32,"[{""xmin"": ""99"", ""ymin"": ""129"", ""xmax"": ""192"", ""ymax"": ""356""}, {""xmin"": ""223"", ""ymin"": ""130"", ""xmax"": ""264"", ""ymax"": ""350""}, {""xmin"": ""299"", ""ymin"": ""129"", ""xmax"": ""347"", ""ymax"": ""350""}, {""xmin"": ""380"", ""ymin"": ""132"", ""xmax"": ""441"", ""ymax"": ""354""}, {""xmin"": ""478"", ""ymin"": ""136"", ""xmax"": ""536"", ""ymax"": ""353""}, {""xmin"": ""574"", ""ymin"": ""128"", ""xmax"": ""603"", ""ymax"": ""353""}, {""xmin"": ""643"", ""ymin"": ""132"", ""xmax"": ""720"", ""ymax"": ""349""}, {""xmin"": ""699"", ""ymin"": ""444"", ""xmax"": ""722"", ""ymax"": ""735""}, {""xmin"": ""630"", ""ymin"": ""447"", ""xmax"": ""660"", ""ymax"": ""743""}, {""xmin"": ""567"", ""ymin"": ""448"", ""xmax"": ""597"", ""ymax"": ""742""}, {""xmin"": ""502"", ""ymin"": ""446"", ""xmax"": ""537"", ""ymax"": ""736""}, {""xmin"": ""427"", ""ymin"": ""443"", ""xmax"": ""457"", ""ymax"": ""743""}, {""xmin"": ""359"", ""ymin"": ""444"", ""xmax"": ""397"", ""ymax"": ""739""}, {""xmin"": ""294"", ""ymin"": ""449"", ""xmax"": ""324"", ""ymax"": ""737""}, {""xmin"": ""223"", ""ymin"": ""446"", ""xmax"": ""254"", ""ymax"": ""735""}, {""xmin"": ""99"", ""ymin"": ""439"", ""xmax"": ""124"", ""ymax"": ""748""}, {""xmin"": ""159"", ""ymin"": ""445"", ""xmax"": ""189"", ""ymax"": ""743""}]","[{""xmin"": 96, ""ymin"": 745, ""xmax"": 724, ""ymax"": 443}, {""xmin"": 96, ""ymin"": 356, ""xmax"": 718, ""ymax"": 129}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.8.2117_32.bmp,final_dataset/col_masks/10.1.1.8.2117_32.bmp,final_dataset/table_masks/10.1.1.8.2117_32.bmp
